257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,257,0
257,230,257,230,257,230,257,230,0
230,257,230,257,230,257,230,1,0
