98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
98,98,98,98,98,98,0
232,288,51,51,54,55,0
288,51,51,54,55,55,0
51,51,54,55,55,54,0
51,54,55,55,54,1,0
54,55,55,54,1,288,0
55,55,54,1,288,232,0
55,54,1,288,232,288,0
54,1,288,232,288,51,0
1,288,232,288,51,51,0
288,232,288,51,51,54,0
232,288,51,51,54,55,0
288,51,51,54,55,55,0
51,51,54,55,55,54,0
51,54,55,55,54,1,0
54,55,55,54,1,288,0
55,55,54,1,288,232,0
55,54,1,288,232,288,0
54,1,288,232,288,51,0
1,288,232,288,51,51,0
288,232,288,51,51,54,0
232,288,51,51,54,55,0
288,51,51,54,55,55,0
51,51,54,55,55,54,0
51,54,55,55,54,1,0
54,55,55,54,1,288,0
55,55,54,1,288,232,0
55,54,1,288,232,288,0
54,1,288,232,288,51,0
1,288,232,288,51,51,0
288,232,288,51,51,54,0
232,288,51,51,54,55,0
288,51,51,54,55,55,0
51,51,54,55,55,54,0
51,54,55,55,54,1,0
54,55,55,54,1,288,0
55,55,54,1,288,232,0
55,54,1,288,232,288,0
54,1,288,232,288,51,0
1,288,232,288,51,51,0
288,232,288,51,51,54,0
232,288,51,51,54,55,0
288,51,51,54,55,55,0
51,51,54,55,55,54,0
51,54,55,55,54,1,0
54,55,55,54,1,288,0
55,55,54,1,288,232,0
55,54,1,288,232,288,0
54,1,288,232,288,51,0
1,288,232,288,51,51,0
288,232,288,51,51,54,0
232,288,51,51,54,55,0
288,51,51,54,55,55,0
